recipe_id,title,category,calories,url,ingredients
38,蘿蔔糕,中式,0,https://icook.tw/recipes/459015,"{'在來米粉': '1包500克', '淨水': '200cc', '白蘿蔔': '3條共2100克', '台灣竹山乾香菇(大)': '8朵', '台灣蝦皮': '3大匙', '台灣油蔥酥': '3大匙', '李錦記舊庄特級蠔油': '3大匙', '白胡椒粉': '1小匙', '五香粉': '1小匙', '油': '1大匙'}"
39,南瓜粥,中式,495,https://icook.tw/recipes/458896,"{'南瓜': '500克', '乾香菇': '15朵', '梅花豬肉絲': '150克', '蔥花': '1根', '米': '1.5杯', '鹽': '2小匙', '白胡椒': '1小匙'}"
40,涼拌小黃瓜,中式,0,https://icook.tw/recipes/458223,"{'小黃瓜': '3 條', '辣椒': '1 根', '鹽': '1 小匙', '蒜頭': '5 瓣', '白醋': '2 大匙', '細砂糖': '1 大匙', '香油': '0.5 大匙'}"
41,蔥燒金針菇豆腐煲,中式,0,https://icook.tw/recipes/458683,"{'盒裝豆腐': '1盒', '金針菇': '1包', '青蔥切段': '2根', '李錦記舊庄特級蠔油': '1茶匙', '醬油': '1.5大匙', '味醂': '0.5', '水': '60毫升'}"
42,夜市烤玉米/沙茶玉米,中式,0,https://icook.tw/recipes/458900,"{'水煮玉米': '2根', '白芝麻': '少許', '花生醬及椰奶': '各1大匙', '砂糖': '1大匙', '沙茶醬及醬油': '各2大匙'}"
43,用電子鍋製作濃郁的布丁乳酪蛋糕,西式,0,https://icook.tw/recipes/458458,"{'奶油乳酪': '200克', '糖': '35克', '雞蛋': '2顆', '布丁': '2個', '蓬萊米粉': '25克'}"
44,桂竹筍燒肉,中式,0,https://icook.tw/recipes/458786,"{'桂竹筍': '600克', '豬肉(毽子肉)': '600克', '李錦記舊庄特級蠔油': '3大匙', '老薑片': '2-3片', '蒜瓣': '4瓣', '辣豆瓣醬': '1/2大匙', '油': '1小匙'}"
45,大份量原味優格,西式,0,https://icook.tw/recipes/458301,"{'全脂鮮奶': '1600毫升', '優格': '1杯'}"
46,鷹嘴豆泥,西式,0,https://icook.tw/recipes/458559,"{'鷹嘴豆': '250公克（熟重）', '白芝麻醬': '50公克', '檸檬汁': '30公克', '水': '30公克', '橄欖油': '10公克', '蒜頭': '15公克', '鹽': '1公克', '孜然粉': '0.2公克', '煙燻紅椒粉': '適量'}"
47,小黃瓜辣炒豬肉片,中式,0,https://icook.tw/recipes/458480,"{'豬里肌肉片': '200克', '小黃瓜': '100克', '辣椒': '1條', '李錦記舊庄特級蠔油': '1大匙', '醬油': '1/2茶匙', '米酒': '2茶匙', '蒜泥': '2瓣', '白胡椒粉': '1小撮', '太白粉': '1茶匙'}"
48,四季豆炒肉末,中式,0,https://icook.tw/recipes/458008,"{'四季豆': '半斤', '豬絞肉': '半斤', '長辣椒': '1跟', '朝天椒': '4根', '蒜頭': '4小瓣', '醬油': '1大匙', '白胡椒粉': '1/2小匙', '黑醋': '1小匙', '黑胡椒': '1/2小匙', '米酒': '適量', '砂糖': '1小匙', '韓國魚露': '少許'}"
49,檸檬魚,中式,0,https://icook.tw/recipes/459047,"{'石斑魚片': '300克', '薑片': '20片', '黃檸檬': '1顆', '鹽': '1小匙'}"
50,蠔醬油冷麵,中式,0,https://icook.tw/recipes/458776,"{'拉麵': '2份', '大蝦': '6尾', '糖心蛋': '2顆', '蔥白': '適量', '蔥綠': '適量', '小番茄': '6顆', '玉米筍': '2根', '三色腐竹絲': '少許', '洋蔥絲': '60克', '「烹大師」干貝風味': '1克', '「烹大師」昆布風味': '1克', '丁香魚': '10克', '柴魚片': '10克', '水': '5米杯', '李錦記舊庄特級蠔油': '1.5米杯', '金蘭無添加原味醬油': '1.5米杯', '二砂糖': '150克'}"
51,宮保油豆腐,中式,0,https://icook.tw/recipes/458657,"{'油豆腐': '360克', '蒜味花生米': '40克', '乾辣椒段': '20克', '花椒粒': '2克', '蔥': '2支', '薑': '1公分', '油': '適量', '醬油': '2大匙', '蒜泥': '1大匙', '番茄醬': '1/2大匙', '糖': '1小匙', '胡椒粉': '1/4小匙'}"
52,富士山吐司,日式,0,https://icook.tw/recipes/458954,"{'高筋麵粉': '280克', '蝶豆花粉': '1克', '奶粉': '5克', '糖': '13克', '鹽': '3克', '水': '190克', '速發酵母': '2.8克', '奶油': '18克', '梯形吐司盒(大)': '12x12x12cm', '梯形吐司盒(小)': '6x6x6cm'}"
53,脆皮燒肉,中式,0,https://icook.tw/recipes/458425,"{'三層肉': '1塊', '鹽巴': '少許', '冰糖': '適量', '五香粉': '龍欸塞', '米酒': '1大匙', '白胡椒粉': '多許'}"
54,香煎白北魚,中式,0,https://icook.tw/recipes/458947,"{'白北魚': '3片', '油': '1小匙', '鹽': '3/4小匙'}"
55,蒜香四季豆,中式,0,https://icook.tw/recipes/457670,"{'四季豆': '100克', '胡蘿蔔': '1根', '蒜頭': '5瓣', '海鹽': '1茶匙', '白胡椒粉': '1/2茶匙'}"
56,韓式小黃瓜泡菜,韓式,0,https://icook.tw/recipes/458805,"{'小黃瓜': '2條', '紅蘿蔔絲': '適量', '韭菜': '1把', '辣椒': '1條', '鹽': '1／2小匙', '蔥末': '1大匙', '韓式辣椒粉': '1大匙', '薑泥': '1／2小匙', '魚露': '1／2小匙', '米醋': '2大匙', '羅漢果糖': '1.5大匙', '白芝麻': '1大匙', '芝麻油': '1大匙'}"
58,豆干肉絲,中式,335.25,https://icook.tw/recipes/457704,"{'豆干': '4塊', '肉絲': '250克', '蒜頭': '2顆', '蔥': '2根', '辣椒': '1根', '李錦記舊庄特級蠔油': '15克', '米酒': '10克', '砂糖': '10克', '辣豆瓣醬': '15克'}"
59,蠔油燒豆腐,中式,0,https://icook.tw/recipes/458481,"{'家常豆腐': '2塊', '牛番茄': '4顆', '青蔥': '2根', '油': '2小匙', '李錦記舊庄特級蠔油': '2小匙', '水': '2大匙'}"
60,梅漬小番茄,中式,0,https://icook.tw/recipes/458420,"{'橙蜜小番茄': '200 g', '玉女小番茄': '200 g', '水': '400 ml', '桂花釀（或蜂蜜）': '4 大匙', '話梅': '4顆', '糖': '10 g'}"
61,蒜香松阪豬炒蘑菇水蓮,中式,0,https://icook.tw/recipes/458983,"{'水蓮': '1把', '蘑菇': '4朵', '木耳': '4片', '松阪豬': '1份', '鹽巴': '2茶匙', '白芝麻': '適量', '蒜片': '3瓣', '香油': '1匙'}"
62,日式海帶豆腐柴魚味增湯,日式,0,https://icook.tw/recipes/458984,"{'海帶芽': '1大匙', '板豆腐': '1/2盒', '柴魚粉': '1大匙', '蛋液': '1顆', '鹽巴': '1小匙', '柴魚湯包': '1包', '魚乾': '1小把'}"
63,甜豆玉米筍,中式,215,https://icook.tw/recipes/458873,"{'玉米筍': '200克', '甜豆': '150克', '雪白菇': '100克', '蒜末': '20克', '鹽巴': '1小匙', '胡椒粉': '1小匙', '米酒': '2大匙'}"
64,蔥香焗豬排,中式,0,https://icook.tw/recipes/459010,"{'小里肌豬肉': '300克', '蔥白': '20克', '蔥綠': '20克', '醬油': '2大匙', '米酒': '2大匙', '胡椒粉': '小匙', '玉米粉': '1大匙'}"
65,起司馬鈴薯煎餅,西式,0,https://icook.tw/recipes/457705,"{'馬鈴薯': '2個', '起司絲': '50克', '麵粉': '2大匙', '鹽': '2小匙', '胡椒粉': '1/2小匙', '油': '適量'}"
66,蔥燒香菇雞,中式,0,https://icook.tw/recipes/436991,"{'雞肉': '半隻', '香菇': '8朵', '蔥（切段）': '2根', '蒜頭': '5瓣', '蔥花': '適量', '辣椒': '1根', '醬油': '2大匙', '醬油膏': '2大匙', '米酒': '適量', '香菇水': '1碗'}"
67,涼拌百香果小黃瓜,中式,0,https://icook.tw/recipes/458993,"{'小黃瓜': '4條', '百香果': '2個', '鹽': '1大匙', '蘋果醋': '1大匙', '細砂糖': '2大匙'}"
68,韭菜水餃（葷）,中式,0,https://icook.tw/recipes/458157,"{'韭菜': '150克', '豬絞肉': '300克', '市售蝦仁漿或魚漿': '175克', '海鹽': '3克', '米酒頭': '5克', '香油': '10克', '雞粉': '1克', '市場手工水餃皮（小）': '30張'}"
69,幸運草餅乾,西式,244.25,https://icook.tw/recipes/458974,"{'無鹽奶油': '50g', '糖粉': '25g', '雞蛋液': '25g', '低筋麵粉': '110g', '抹茶粉': '8g', '鹽': '1小撮'}"
70,高蛋白乳酪大理石布朗尼,西式,0,https://icook.tw/recipes/458618,"{'無鹽奶油': '85 g', '植物油': '10 g', '雞蛋': '2 顆', '黑糖': '70 g', '砂糖': '50 g', '乳清蛋白粉': '20 g', '可可粉': '30 g', '即溶咖啡粉': '1.5 g', '鹽之花': '1/2 小匙', '奶油乳酪': '100 g', '無糖優格': '40 g', '蜂蜜': '30 g'}"
71,油燜筍,中式,66.25,https://icook.tw/recipes/459042,"{'桂竹筍': '720克', '大紅辣椒': '1根', '醬油': '2大匙', '李錦記舊庄特級蠔油': '1大匙', '糖': '1大匙', '清水': '3碗'}"
72,鮮腐竹炒番茄,中式,0,https://icook.tw/recipes/458782,"{'黃金鮮腐竹（全聯）': '1盒', '蒜碎': '3瓣', '蔥段': '1根', '蠔油': '1大匙', '鹽': '適量', '糖': '適量', '白胡椒粉': '適量', '橄欖油': '2大匙'}"
73,地瓜布丁,西式,0,https://icook.tw/recipes/458870,"{'地瓜泥': '200克', '白糖': '15克', '玉米澱粉': '30克', '牛奶': '250毫升', '椰蓉或起司粉（灑表面）': '適量'}"
74,檸檬重乳酪蛋糕,西式,0,https://icook.tw/recipes/458479,"{'消化餅乾': '200克（13片）', '融化無鹽奶油': '80克', '奶油乳酪': '500克', '細砂糖': '140克', '低筋麵粉': '15克', '檸檬皮屑': '1顆', '檸檬汁': '15克', '雞蛋': '2顆', '酸奶油': '300克', '8寸活動蛋糕模具': '1個', '奶油': '適量', '烤盤紙（底部、周圍）': '1'}"
75,香煎豆腐炒冬粉,中式,0,https://icook.tw/recipes/458820,"{'盒裝板豆腐': '半盒', '冬粉': '1球', '青蔥末': '1根', '蒜末': '3瓣', '辣豆瓣醬': '1匙', '白胡椒粉': '1/8茶匙', '李錦記舊庄特級蠔油': '1大匙', '醬油': '2茶匙', '糖': '1/2茶匙', '水': '1米杯'}"
76,香蕉燕麥鬆餅,西式,490,https://icook.tw/recipes/458859,"{'熟香蕉': '1根', '大燕麥片': '150毫升', '牛奶': '80克', '蛋': '1顆', '鹽': '1小撮'}"
77,草莓優格慕斯蛋糕,西式,0,https://icook.tw/recipes/458968,"{'參考份量': '6吋圓模', '草莓優格飲': '1瓶(240ml)', '鮮奶油': '150g', '吉利丁粉': '10g', '冷開水': '30g', '草莓丁': '100g', '草莓': '適量', '奇福餅乾': '80g', '無鹽奶油': '30g'}"
78,焗烤彩椒牛肉,西式,0,https://icook.tw/recipes/458867,"{'李錦記蠔油': '1大匙', '牛絞肉': '200g', '洋蔥': '20克', '起司絲': '50克', '黑胡椒': '5克', '巴西里': '5克'}"
79,高麗菜水餃、煎餃、蒸餃,中式,0,https://icook.tw/recipes/458426,"{'水餃皮': '2斤', 'Pig絞肉': '1斤半', '蔥花': '多許', '薑末': '你快樂就好', '蒜末': '你快樂就好', '龜甲萬甘醇醬油': '1.5大匙', '香油': '3茶匙', '高麗菜': '1顆半'}"
80,冬瓜燒松阪豬肉,中式,0,https://icook.tw/recipes/458877,"{'松阪豬': '1碗', '蔥段': '1根', '薑絲': '3片', '冬瓜（全聯）': '1片', '蠔油': '2大匙', '鹽': '適量', '糖': '適量', '白胡椒粉': '適量', '米酒': '1茶匙', '橄欖油': '1小匙', '水': '0.5杯'}"
81,巨大黑糖饅頭,中式,0,https://icook.tw/recipes/459030,"{'酵母': '3公克', '水': '195公克', '黑糖': '60公克', '高筋麵粉': '300公克'}"
82,杏仁奶露,中式,150.25,https://icook.tw/recipes/245085,"{'杏仁': '50克', '冰糖': '20克', '鮮奶': '300cc'}"
83,黑糖白木耳露,中式,50,https://icook.tw/recipes/246004,"{'白木耳': '200g', '清水': '2500cc', '黑糖': '適量', '冰糖': '適量'}"
84,泰式椰奶雞湯,東南亞式,200,https://icook.tw/recipes/246876,"{'雞腿肉': '2支', '鴻喜菇': '1包', '高湯': '500克', '椰漿': '160克', '奶水': '100克', '香茅': '1把', '檸檬葉': '3-5片', '辣椒': '適量', '南薑': '3-5片', '檸檬': '1顆', '魚露': '1小匙'}"
85,蜜桃杏仁甜湯,中式,231.25,https://icook.tw/recipes/245093,"{'杏仁粉': '50克', '鮮奶': '250cc', '細砂糖': '50克', '洋菜粉': '5克', '冰糖': '100克', '罐頭水蜜桃': '適量'}"
86,八寶桂圓粥,中式,200,https://icook.tw/recipes/245088,"{'十穀米': '1杯', '桂圓肉': '100克', '米酒': '少許', '黑糖': '適量'}"
87,銀耳紅棗甜湯,中式,147.5,https://icook.tw/recipes/245143,"{'白木耳': '80g', '紅棗': '10粒', '冰糖': '50g'}"
88,紅棗黑木耳露,中式,175,https://icook.tw/recipes/245084,"{'泡發黑木耳': '8-10朵', '紅棗': '15粒', '黑糖': '適量'}"
89,綠豆麥角粥,中式,240,https://icook.tw/recipes/244350,"{'白米': '1/2杯', '綠豆麥角': '2杯', '清水': '12杯', '冰糖': '1杯'}"
90,鹽麴四季豆,中式,90,https://icook.tw/recipes/242248,"{'鹽麴': '50ml', '四季豆': '100g', '杏鮑菇': '100g'}"
91,烤透抽佐鮮菇青花菜,歐式,150,https://icook.tw/recipes/242552,"{'透抽': '65g', '青花菜': '80g', '鴻喜菇': '25g', '美白菇': '25g', '辣椒': '5g', '蒜頭': '1蒜瓣', '蒜香黑胡椒鹽': '少許', '鹽': '適量', '米酒': '1大匙', '水': '30cc'}"
92,味噌醬燒牛肉捲,日式,213.8,https://icook.tw/recipes/241597,"{'牛肉里肌火鍋片': '240g', '四季豆': '24個', '章魚竹輪': '8個', '洋蔥': '1/2顆', '蒜頭': '2瓣', '蘋果': '20g', '醬油': '2大匙', '味噌': '1大匙', '清水': '3大匙', '蜂蜜': '2小匙'}"
93,韓式青椒鑲肉,韓式,160,https://icook.tw/recipes/241750,"{'愛之味韓式泡菜': '1瓶', '豬絞肉': '400g', '青椒': '4顆', '洋蔥': '1/2顆', '地瓜粉': '適量', '韓式辣椒粉': '1大匙', '泡菜汁': '2大匙', '醬油': '1大匙', '蜂蜜': '1小匙', '香油': '1小匙', '鹽': '1/2小匙'}"
94,肉桂蘋果荷蘭鬆餅,西式,0,https://icook.tw/recipes/233854,"{'全蛋': '2個', '低粉': '60g', '牛奶': '120ml', '鹽': '1/4茶匙', '檸檬皮屑': '半顆', '奶油': '20g', '蘋果': '1顆', '糖粉': '適量', '肉桂粉': '適量', '檸檬汁': '適量'}"
95,鮮蔬馬鈴薯鮪魚雞肉捲,西式,400,https://icook.tw/recipes/234387,"{'馬鈴薯': '3顆', '水煮蛋': '5顆', '水煮玉米鮪魚罐': '150克', '烤雞腿肉': '100克', '低脂美乃滋': '80克', '生菜': '200克', '蛋餅皮': '4片', '鹽巴': '1茶匙', '細砂糖': '1小匙', '胡椒粉': '1茶匙', '黑胡椒粉': '1小匙'}"
96,椒麻什錦絲,中式,50,https://icook.tw/recipes/242251,"{'胡蘿蔔': '20g', '黑木耳': '20g', '豆干': '50g', '蒟蒻': '20g', '香菜根': '10g', '鹽巴': '5g', '蒜末': '10g', '糖': '5g', '白醋': '5cc', '椒麻油': '10cc'}"
97,黑白芝麻豆腐,中式,245,https://icook.tw/recipes/241493,"{'板豆腐': '1塊', '黑芝麻': '適量', '白芝麻': '適量', '鹽': '少許', '黑胡椒': '少許', '蛋液': '1顆', '麵粉': '適量'}"
98,照燒梅汁豬肉,日式,177,https://icook.tw/recipes/242259,"{'紫蘇梅': '30g', '腰內肉': '300g', '胡蘿蔔': '100g', '醬油': '50ml', '清酒': '10ml', '糖': '10g', '蔥': '10g'}"
99,奶油香煎霜降牛,西式,480,https://icook.tw/recipes/242544,"{'霜降牛肉': '175g', '青花菜': '30g', '玉米筍': '10g', '奶油': '5g', '紅酒': '1大匙', '現磨黑胡椒': '適量', '現磨海鹽': '適量'}"
100,香酥小魚炒萵苣,中式,220,https://icook.tw/recipes/242548,"{'吻仔魚': '20g', '牛番茄': '1顆', '卷葉萵苣': '50g', '糙米': '20g', '蒜頭': '1蒜瓣', '米酒': '1大匙', '醬油': '1/2小匙'}"
101,柚香檸檬甘煮地瓜,中式,75,https://icook.tw/recipes/241489,"{'栗子地瓜': '1條', '黃檸檬': '1/2顆', '冰糖': '2大匙', '水': '適量', '韓國蜂蜜柚子醬': '1大匙'}"
102,檸檬烤雞親子卷,日式,210,https://icook.tw/recipes/241490,"{'去骨雞腿肉2支': '250gx2', '蛋': '3顆', '紅蘿蔔末': '20g', '青蔥末': '20g', '鹽': '少許', '黑胡椒': '少許', '檸檬皮': '1/2顆', '檸檬汁': '1大匙', '醬油': '1大匙', '味醂': '1大匙', '清酒': '1大匙'}"
